id,host_name,neighbourhood_group,latitude,longitude,room_type,price,number_of_reviews,reviews_per_month,availability_365,last_review
690603,Maurice,Brooklyn,40.67722,-73.95005,Entire home/apt,155,66,1.75,309,2019-06-30
690675,Slava,Brooklyn,40.71407,-73.95336,Entire home/apt,199,4,0.09,0,2018-10-08
690849,Daniel,Manhattan,40.72912,-73.98355,Entire home/apt,95,39,0.47,15,2019-06-18
690934,Yves,Brooklyn,40.68305,-73.97853,Entire home/apt,550,173,2.12,258,2019-01-07
690960,Ingrid,Brooklyn,40.68161,-73.90796,Private room,60,295,3.56,210,2019-06-16
692137,Phillip,Brooklyn,40.71428,-73.961,Entire home/apt,380,62,0.75,170,2019-02-01
692567,Lindsay,Brooklyn,40.70234,-73.91849,Private room,84,138,1.69,225,2019-02-07
693597,Larysa,Manhattan,40.77563,-73.98065,Entire home/apt,165,27,0.34,128,2019-06-24
695002,Pavel,Manhattan,40.72866,-73.98048,Entire home/apt,105,96,1.17,295,2019-06-16
695216,Natalie,Brooklyn,40.69096,-73.97241,Entire home/apt,134,119,1.46,0,2018-01-25
695297,Boris,Brooklyn,40.69114,-73.94601,Private room,68,8,0.1,281,2018-07-09
695465,John,Manhattan,40.72482,-73.98097,Entire home/apt,73,100,1.25,3,2019-01-07
696593,Karin,Brooklyn,40.67406,-73.97697,Entire home/apt,150,1,0.02,27,2015-07-16
697499,Charlie,Manhattan,40.77392,-73.97852,Entire home/apt,100,89,1.12,0,2019-06-27
697923,Kevin,Manhattan,40.76422,-73.99382,Private room,75,176,2.22,23,2019-06-21
698094,Kristen,Manhattan,40.76221,-73.97787,Private room,120,31,0.38,0,2016-08-26
698132,Eric,Brooklyn,40.69128,-73.93653,Entire home/apt,85,239,2.89,1,2019-06-26
698162,Abby,Manhattan,40.86737,-73.91877,Entire home/apt,55,79,0.96,3,2019-04-24
698298,Joseph,Manhattan,40.72177,-73.9961,Private room,95,13,0.33,51,2019-04-15
698327,Nina,Manhattan,40.74034,-74.00259,Private room,72,11,0.16,297,2017-08-12
698514,Kristin,Manhattan,40.73105,-74.00285,Entire home/apt,250,5,0.06,78,2017-03-05
698882,Devin  & Justin,Brooklyn,40.68902,-73.99517,Private room,69,13,0.37,0,2016-12-31
699348,Chantille & Linda,Brooklyn,40.67793,-73.96577,Private room,78,190,2.3,188,2019-04-01
699472,Janet-David,Brooklyn,40.70995,-73.95536,Entire home/apt,220,404,4.9,341,2019-06-25
700530,Christos,Manhattan,40.72756,-74.00239,Entire home/apt,230,27,1.4,101,2019-06-07
700916,Gabriela,Brooklyn,40.68906,-73.94103,Entire home/apt,150,79,0.97,246,2019-05-20
701227,Afaliah,Brooklyn,40.6967,-73.97622,Private room,80,14,0.17,364,2017-06-10
702213,Roberto,Brooklyn,40.70751,-73.9467,Private room,150,32,0.42,365,2018-10-20
702440,Gisela,Brooklyn,40.67507,-73.98093,Entire home/apt,150,76,0.98,266,2019-01-06
702551,Mathew,Manhattan,40.79507,-73.97568,Entire home/apt,900,7,0.09,365,2019-01-01
703745,Ori,Manhattan,40.72225,-73.98496,Entire home/apt,130,11,0.14,0,2016-02-10
703971,Marvet,Brooklyn,40.6582,-73.95275,Private room,70,18,0.22,365,2019-05-30
704838,Paul,Queens,40.74723,-73.89706,Entire home/apt,120,60,1.59,281,2019-04-07
705749,Marianne,Staten Island,40.60183,-74.08953,Private room,75,59,0.72,354,2019-03-30
705997,Katherine / François,Brooklyn,40.66084,-73.99328,Entire home/apt,100,22,0.47,5,2018-10-12
706347,Brady,Brooklyn,40.71796,-73.95439,Private room,69,2,0.03,284,2013-06-05
707396,Ari,Manhattan,40.72558,-73.97929,Entire home/apt,399,104,1.28,42,2019-02-07
707736,Jeff,Manhattan,40.80748,-73.94869,Entire home/apt,299,6,0.09,348,2019-05-24
708374,Arlette,Manhattan,40.79854,-73.96089,Private room,100,326,3.96,90,2019-01-07
708637,Eugenia,Queens,40.74869,-73.88293,Private room,68,55,0.67,89,2019-01-06
710015,Gym Hoodie,Brooklyn,40.63324,-73.99461,Private room,103,0,0.0,0,
710243,Alejandra,Manhattan,40.71819,-73.99136,Entire home/apt,175,56,0.79,263,2019-06-07
710283,Isabelle,Brooklyn,40.72582,-73.95213,Entire home/apt,330,51,0.62,19,2019-06-22
710284,Amy,Manhattan,40.74225,-73.99492,Entire home/apt,425,7,0.09,0,2015-11-04
711635,Barry,Manhattan,40.73016,-73.98643,Entire home/apt,240,86,1.15,344,2019-06-30
712136,Marianne,Staten Island,40.60213,-74.0893,Private room,75,36,0.44,362,2017-08-29
712260,Paul And Debra,Brooklyn,40.68344,-73.9933,Private room,210,75,0.92,309,2019-06-19
713538,Alison,Brooklyn,40.68341,-73.9606,Entire home/apt,175,363,4.55,323,2019-06-16
713891,Giorgia & Benjamin,Brooklyn,40.71534,-73.94906,Private room,85,146,1.78,46,2019-06-23
714028,Paul,Queens,40.74746,-73.89712,Entire home/apt,120,51,1.52,253,2019-03-07
714049,Paul,Queens,40.74687,-73.89892,Entire home/apt,120,55,0.67,289,2019-04-06
714075,Enid,Brooklyn,40.68712,-73.95876,Private room,75,1,0.01,0,2013-08-08
714939,Radan,Manhattan,40.73795,-74.00593,Entire home/apt,495,29,0.38,22,2019-12-03
715102,Florencia,Brooklyn,40.71055,-73.94915,Private room,65,30,0.76,38,2018-02-09
715270,Enrique,Bronx,40.85956,-73.87067,Private room,39,169,2.07,306,2019-12-06
716169,Melissa,Brooklyn,40.68811,-73.97236,Entire home/apt,93,1,0.02,0,2015-05-14
718761,M,Brooklyn,40.70985,-73.9452,Private room,146,8,0.11,88,2019-09-03
719329,Silvia,Brooklyn,40.67473,-73.96263,Entire home/apt,120,12,0.18,15,2019-03-17
719914,Crystal,Manhattan,40.82655,-73.93943,Private room,79,19,0.3,365,2018-10-26
720274,Adam,Brooklyn,40.67471,-73.95324,Entire home/apt,100,9,0.11,0,2017-04-16
720394,Jo,Manhattan,40.80155,-73.96569,Private room,120,5,0.06,0,2014-05-19
721719,John,Manhattan,40.80745,-73.94353,Entire home/apt,150,17,0.26,36,2018-06-25
721762,Dk,Manhattan,40.72576,-73.98582,Entire home/apt,144,70,0.86,198,2019-06-19
722264,Samir,Brooklyn,40.67641,-73.95729,Private room,60,0,0.0,0,
722451,Dustin,Manhattan,40.82398,-73.954,Entire home/apt,350,1,0.02,0,2015-05-10
722464,Enid,Brooklyn,40.68724,-73.95837,Private room,85,1,0.16,189,2019-07-01
723507,Ellen,Manhattan,40.79241,-73.97111,Entire home/apt,195,17,0.43,26,2018-09-18
723523,Neill,Manhattan,40.77042,-73.96145,Entire home/apt,200,59,0.73,0,2017-08-21
723560,Andrea,Manhattan,40.71625,-73.9843,Entire home/apt,169,62,0.75,249,2019-01-07
723709,Bethania,Manhattan,40.80351,-73.95648,Private room,95,6,0.07,63,2019-11-05
725270,Alexander,Manhattan,40.74056,-73.99262,Entire home/apt,375,33,0.84,346,2019-05-15
725509,Ari,Brooklyn,40.66983,-73.94322,Entire home/apt,168,158,1.93,253,2019-06-16
726422,Natalia,Brooklyn,40.67942,-73.96248,Entire home/apt,50,8,0.12,220,2019-04-29
726465,Elli,Brooklyn,40.71927,-73.95591,Private room,129,129,1.67,36,2019-04-25
726692,Remo,Queens,40.76216,-73.92542,Entire home/apt,245,1,0.02,164,2015-08-29
727512,The Box House Hotel,Brooklyn,40.73867,-73.95448,Entire home/apt,199,50,0.67,47,2019-02-07
727547,The Box House Hotel,Brooklyn,40.73844,-73.95456,Entire home/apt,199,116,1.56,36,2019-06-28
727835,Glasshouse,Brooklyn,40.70866,-73.95166,Private room,99,89,1.09,89,2017-12-12
727964,Tari,Brooklyn,40.69127,-73.99552,Entire home/apt,160,17,0.21,0,2016-03-15
728409,AJ And Freddy,Brooklyn,40.70061,-73.9552,Private room,65,164,2.07,0,2017-01-01
728493,Clement & Natalia,Manhattan,40.81073,-73.9437,Private room,70,67,0.87,0,2019-01-01
728498,Lex And Derek,Manhattan,40.80517,-73.95404,Private room,80,135,1.67,365,2019-06-22
728764,Mike,Manhattan,40.76761,-73.98619,Entire home/apt,100,3,0.12,365,2018-01-11
729306,"Porfirio ""Firo"" & Maria",Brooklyn,40.64431,-74.00016,Private room,70,139,1.7,364,2019-04-06
729841,Melinda,Manhattan,40.73616,-74.004,Entire home/apt,200,23,0.32,0,2018-07-12
730480,Jonathan,Brooklyn,40.65989,-73.99536,Private room,66,51,0.64,329,2019-05-30
731293,R And R,Manhattan,40.76352,-73.96394,Entire home/apt,200,203,2.53,260,2019-06-20
731300,Alessandra,Brooklyn,40.71141,-73.95427,Private room,95,164,2.07,93,2019-06-23
731316,Christa,Manhattan,40.74092,-74.00037,Entire home/apt,140,6,0.07,0,2016-05-25
732624,Cleveland,Manhattan,40.81908,-73.94776,Private room,65,327,4.01,287,2019-06-29
732700,Reshma,Manhattan,40.75154,-73.97104,Entire home/apt,106,10,10.0,0,2019-06-07
734749,Shahar,Manhattan,40.78361,-73.97645,Entire home/apt,155,82,1.07,188,2016-08-26
735677,Megan,Manhattan,40.72849,-73.98041,Entire home/apt,249,111,4.44,28,2019-06-07
735890,Hallie,Manhattan,40.72369,-73.9894,Entire home/apt,120,6,0.08,0,2018-02-01
736187,Dawn,Brooklyn,40.72661,-73.94586,Private room,52,35,0.44,1,2019-03-01
737075,Stephanie,Manhattan,40.7232,-73.97927,Private room,75,57,0.7,98,2019-05-20
737126,Eric,Brooklyn,40.71714,-73.95447,Shared room,195,80,0.98,364,2017-05-26
738588,Marina,Staten Island,40.59193,-74.06476,Entire home/apt,625,1,0.02,335,2015-01-11
739239,Izi,Manhattan,40.78674,-73.97243,Entire home/apt,171,4,0.06,346,2018-02-08
739242,Izi,Manhattan,40.78747,-73.97238,Entire home/apt,185,8,0.1,346,2018-10-15
739815,Sol,Queens,40.74975,-73.93688,Private room,55,39,0.48,46,2019-06-25
740823,Eldad & Paulina,Brooklyn,40.70226,-73.92797,Private room,50,27,0.35,2,2019-12-06
740947,Mike,Manhattan,40.74231,-73.97839,Entire home/apt,120,3,0.05,365,2015-02-08
741154,Nancy,Manhattan,40.71778,-74.00452,Entire home/apt,210,10,10.0,0,2019-04-07
741346,Nicolas,Manhattan,40.7296,-73.98479,Entire home/apt,133,1,0.09,50,2018-07-24
741354,Ella,Brooklyn,40.57728,-73.95362,Entire home/apt,73,21,0.26,251,2017-04-18
741783,Neil & Katie,Manhattan,40.73454,-74.00365,Entire home/apt,350,237,2.96,0,2018-09-16
741797,Oly,Manhattan,40.71729,-74.00424,Entire home/apt,259,20,0.25,17,2015-12-30
741806,Viva,Manhattan,40.85963,-73.93107,Private room,97,2,0.06,87,2018-05-09
742026,Rachel,Manhattan,40.7229,-73.99574,Entire home/apt,199,66,0.83,142,2019-09-06
742779,Stacey,Manhattan,40.80529,-73.96467,Entire home/apt,125,7,0.09,358,2017-12-15
742795,Elizabeth,Brooklyn,40.68736,-73.97496,Entire home/apt,100,273,3.35,45,2019-06-20
744078,Natalie,Brooklyn,40.6258,-73.90004,Private room,39,60,0.95,34,2019-09-06
744220,Kjersti,Manhattan,40.72064,-73.99605,Entire home/apt,125,19,0.25,267,2019-06-18
744228,Charlotte,Manhattan,40.80145,-73.95572,Entire home/apt,150,2,0.03,0,2013-05-01
745037,Page,Manhattan,40.76412,-73.97666,Entire home/apt,170,83,1.04,203,2019-06-23
746088,Robert,Manhattan,40.71955,-73.99706,Entire home/apt,199,219,2.68,212,2019-06-16
746983,Sophia,Manhattan,40.81161,-73.94046,Private room,80,0,0.0,362,
746996,Kedin,Brooklyn,40.6747,-73.98245,Private room,125,270,3.34,300,2019-02-07
747029,Erik,Manhattan,40.74314,-74.00119,Private room,155,18,0.24,90,2019-05-06
747159,Jackson,Manhattan,40.73158,-73.98303,Private room,120,132,1.62,267,2019-02-07
747344,Ellie,Brooklyn,40.70608,-73.93154,Entire home/apt,220,151,1.86,115,2019-06-22
747419,Corina,Brooklyn,40.68371,-73.95604,Entire home/apt,90,3,0.06,0,2015-06-07
747538,Nick,Brooklyn,40.67652,-73.9614,Private room,61,167,4.16,320,2019-03-07
747605,Jack,Manhattan,40.72699,-73.97969,Entire home/apt,179,213,2.62,277,2019-01-07
748656,Aimée,Queens,40.76372,-73.79201,Shared room,108,2,0.08,0,2017-01-08
749108,Molly,Brooklyn,40.68391,-73.96201,Entire home/apt,575,12,0.15,0,2019-01-07
749455,Kevin,Manhattan,40.77938,-73.98247,Private room,99,353,4.33,73,2019-06-25
749896,Phil,Brooklyn,40.7189,-73.95725,Entire home/apt,175,3,0.05,0,2016-10-15
749965,Amber,Brooklyn,40.64294,-73.96016,Entire home/apt,110,3,0.05,0,2016-08-21
751851,Philippa,Brooklyn,40.66777,-73.97781,Entire home/apt,250,4,0.05,0,2015-12-28
752202,Emily,Brooklyn,40.67968,-73.94715,Private room,100,113,1.43,0,2018-08-27
752289,Cristiana,Manhattan,40.72863,-74.00137,Entire home/apt,200,11,0.14,259,2017-05-20
752366,Dana,Queens,40.75583,-73.91839,Entire home/apt,89,17,0.31,0,2019-03-15
752616,Boris,Manhattan,40.71592,-73.9898,Entire home/apt,400,46,0.57,175,2019-06-27
752783,Eric And Aoife,Brooklyn,40.65142,-73.97601,Entire home/apt,149,52,0.64,0,2017-06-24
753399,Philip,Manhattan,40.72408,-73.99823,Entire home/apt,500,10,0.22,33,2019-04-28
753622,Karen,Manhattan,40.73233,-73.98695,Private room,95,64,0.88,316,2019-06-29
753687,Nicole,Brooklyn,40.67958,-73.93687,Entire home/apt,125,104,1.36,275,2019-06-24
753983,Shaina,Manhattan,40.80193,-73.96703,Private room,80,75,0.93,15,2019-01-07
753991,Mark,Brooklyn,40.68522,-73.93557,Entire home/apt,105,227,2.79,234,2019-03-07
754353,Petya,Queens,40.75754,-73.93004,Private room,39,13,0.16,360,2015-12-13
755528,Enrique,Bronx,40.8584,-73.86969,Entire home/apt,49,189,2.32,238,2019-06-23
755684,Sandra,Manhattan,40.72714,-73.99581,Entire home/apt,187,1,0.01,0,2013-04-01
755703,Oliver,Brooklyn,40.70118,-73.92826,Private room,55,10,0.15,0,2015-10-27
756655,Randy,Brooklyn,40.68116,-73.96559,Entire home/apt,250,61,0.76,0,2017-05-22
756892,Sara,Manhattan,40.75982,-73.96521,Entire home/apt,125,3,0.04,0,2015-04-28
756928,Tania,Brooklyn,40.68785,-73.96708,Entire home/apt,100,27,0.33,159,2018-09-15
757007,Chanelle,Brooklyn,40.68444,-73.95692,Entire home/apt,175,1,0.02,0,2015-05-23
757187,Jorge,Brooklyn,40.68468,-73.96303,Private room,50,32,0.4,347,2019-05-30
758782,Kiovanna,Manhattan,40.75383,-73.96777,Entire home/apt,133,22,0.33,5,2019-06-29
760303,Jenni,Manhattan,40.77638,-73.95247,Entire home/apt,155,63,0.78,235,2019-05-07
761606,Pasha,Queens,40.76361,-73.91793,Entire home/apt,140,15,0.19,260,2019-05-31
761835,Joao Lucas,Queens,40.76605,-73.92922,Private room,80,72,0.89,364,2019-06-30
762015,Clay,Brooklyn,40.70022,-73.93032,Private room,103,58,0.94,69,2019-06-20
762145,Mariko,Manhattan,40.78227,-73.9841,Entire home/apt,600,9,0.12,353,2018-10-20
763527,Jenny,Brooklyn,40.64073,-73.95832,Private room,70,169,3.07,188,2019-01-07
763600,Anthony,Brooklyn,40.70369,-73.93284,Private room,75,2,0.03,0,2014-03-11
763809,Jenny,Brooklyn,40.64232,-73.9572,Private room,55,66,1.16,264,2019-07-06
763965,Mariko,Manhattan,40.80826,-73.93401,Entire home/apt,50,24,0.3,25,2015-02-03
764052,Sabrina,Queens,40.77466,-73.91807,Entire home/apt,390,1,0.03,89,2016-12-27
764753,Jenny & Jose,Brooklyn,40.67679,-73.93776,Entire home/apt,82,108,1.33,238,2019-06-16
765203,Debbie,Brooklyn,40.70745,-73.94307,Shared room,52,19,0.44,88,2019-06-30
765315,Susan,Brooklyn,40.71203,-73.95993,Private room,115,91,1.18,258,2017-04-30
765563,Norman,Queens,40.75666,-73.76314,Entire home/apt,299,67,0.95,322,2019-06-20
765569,Anna,Brooklyn,40.69594,-73.98375,Entire home/apt,175,64,0.8,116,2019-03-31
766542,Ana,Brooklyn,40.71988,-73.95616,Entire home/apt,100,4,0.05,250,2013-04-09
766814,Caitlin,Manhattan,40.759,-73.9953,Entire home/apt,95,0,0.0,0,
766964,Jenna,Queens,40.77016,-73.92316,Private room,55,3,0.04,119,2012-10-11
767562,Kyla,Brooklyn,40.69254,-73.91092,Private room,45,77,0.95,167,2019-02-06
767761,Nathaniel,Brooklyn,40.71572,-73.95574,Entire home/apt,165,41,0.52,19,2018-06-29
767967,Lior,Manhattan,40.75039,-74.00287,Entire home/apt,105,2,0.5,0,2019-03-19
767983,Miki & Yacine,Brooklyn,40.71435,-73.95073,Entire home/apt,200,4,0.05,0,2015-12-31
769175,Amy,Manhattan,40.83556,-73.94609,Private room,65,1,0.04,249,2017-01-07
769279,Sasha,Manhattan,40.72439,-73.97767,Private room,100,1,0.03,0,2016-01-05
769448,Ian,Brooklyn,40.7179,-73.96107,Entire home/apt,312,302,4.18,246,2019-06-23
770514,Niki,Manhattan,40.73997,-73.98789,Entire home/apt,195,1,0.02,0,2014-09-22
770893,Victoria,Manhattan,40.77734,-73.9877,Entire home/apt,100,3,0.11,301,2019-11-02
770960,Stephane & Hana,Brooklyn,40.67453,-73.96759,Entire home/apt,155,13,0.16,0,2016-04-21
771436,William,Queens,40.78027,-73.90821,Entire home/apt,250,0,0.0,88,
772362,Frank,Manhattan,40.76078,-73.99076,Entire home/apt,165,276,3.44,146,2019-06-07
772679,Tauheed,Manhattan,40.80343,-73.93514,Entire home/apt,120,22,0.31,365,2019-02-07
773041,Enrique,Bronx,40.85914,-73.86979,Private room,38,187,2.34,241,2019-06-23
773497,Santiago,Brooklyn,40.69407,-73.94551,Shared room,200,0,0.0,365,
773844,Hannah,Brooklyn,40.69377,-73.97009,Private room,90,1,0.11,0,2018-09-30
773993,Santina,Manhattan,40.77032,-73.95331,Private room,85,138,2.06,196,2019-07-07
774791,Weiwei,Queens,40.75612,-73.82517,Private room,55,31,0.53,282,2018-06-28
774899,Charles,Manhattan,40.73461,-74.00594,Shared room,350,13,0.17,0,2015-10-19
775238,Michelle,Manhattan,40.72578,-73.98448,Private room,59,12,0.16,12,2019-06-23
775280,Marie,Manhattan,40.81381,-73.94314,Entire home/apt,280,97,1.25,48,2019-06-28
775326,Karl & Catherine,Queens,40.74527,-73.94629,Private room,69,153,1.89,132,2019-01-18
776257,Sean,Brooklyn,40.71813,-73.9606,Entire home/apt,230,72,0.91,325,2019-06-30
777297,Jennifer,Brooklyn,40.71606,-73.95527,Entire home/apt,200,72,0.95,52,2019-06-23
777327,Nataliya,Brooklyn,40.64047,-73.96388,Entire home/apt,150,52,0.65,311,2019-05-28
778381,Aziza,Brooklyn,40.6953,-73.95832,Private room,75,28,0.36,365,2019-01-06
778495,Keenan & Emily,Manhattan,40.79767,-73.96114,Private room,120,2,0.02,0,2018-03-08
779561,Daniel,Manhattan,40.73652,-74.00876,Entire home/apt,140,18,0.29,182,2019-06-22
779838,Vance,Manhattan,40.7982,-73.97173,Entire home/apt,200,8,0.53,337,2019-02-06
780205,Eddie,Manhattan,40.71247,-73.99873,Entire home/apt,225,3,0.07,189,2017-02-01
780858,Peter,Brooklyn,40.68798,-73.97442,Entire home/apt,145,4,0.05,36,2018-03-11
781486,Libertad,Bronx,40.80461,-73.92276,Private room,60,86,1.13,1,2017-12-12
782063,Joseph,Brooklyn,40.68191,-73.95475,Entire home/apt,119,7,0.09,0,2016-04-23
782554,Adela,Manhattan,40.73364,-74.00539,Entire home/apt,189,68,0.92,63,2019-01-07
783202,Evelyn,Manhattan,40.73164,-74.00327,Entire home/apt,190,185,2.3,0,2019-06-24
783341,Jennifer,Manhattan,40.71502,-73.98192,Private room,69,48,0.61,235,2019-06-21
783964,Massi & Ray,Queens,40.74997,-73.9397,Private room,70,148,1.9,303,2019-01-06
784088,Anthony,Brooklyn,40.71188,-73.9608,Entire home/apt,155,8,0.1,0,2014-04-28
784124,Aswad,Brooklyn,40.68176,-73.914,Entire home/apt,149,67,0.88,329,2019-06-07
784169,Nathalie,Manhattan,40.73186,-74.00329,Private room,160,148,1.83,295,2019-06-21
784170,Pam,Brooklyn,40.70719,-73.95228,Private room,100,1,0.02,214,2014-10-06
785166,Mark,Manhattan,40.71818,-73.98206,Entire home/apt,220,1,0.01,350,2013-10-17
785508,Christian & Carla,Manhattan,40.84448,-73.93978,Private room,85,211,2.63,339,2019-02-07
785978,Wiebke,Manhattan,40.72762,-73.98218,Entire home/apt,135,18,0.24,0,2016-11-13
786053,Gina,Brooklyn,40.65545,-73.95781,Private room,45,168,2.3,359,2019-01-06
786685,Lauren,Manhattan,40.82294,-73.94999,Entire home/apt,225,50,0.72,265,2019-06-14
786727,Alison,Manhattan,40.81915,-73.93964,Entire home/apt,100,11,0.18,0,2015-07-09
786843,Mariana,Brooklyn,40.71222,-73.95827,Entire home/apt,145,121,1.51,45,2019-02-07
786955,Dawn,Manhattan,40.73403,-74.00298,Entire home/apt,210,108,1.35,305,2019-02-07
788005,Rita,Brooklyn,40.67708,-73.96649,Entire home/apt,195,10,0.13,95,2019-03-16
788035,Luis,Manhattan,40.72232,-73.99343,Private room,95,46,0.57,0,2017-11-18
788106,Carl,Manhattan,40.73761,-74.00043,Entire home/apt,140,34,0.43,159,2018-08-31
789476,Kiersten,Manhattan,40.79863,-73.95292,Private room,95,25,0.48,0,2018-04-01
789559,Adam,Manhattan,40.77775,-73.98732,Entire home/apt,295,11,0.14,0,2017-06-24
789686,Tessa,Manhattan,40.85082,-73.9378,Private room,80,0,0.0,0,
790767,Michelle,Manhattan,40.72877,-73.98794,Entire home/apt,250,2,0.2,126,2019-04-26
791452,Claudia,Bronx,40.88757,-73.90522,Entire home/apt,60,25,0.67,311,2019-05-07
792142,Meredith,Manhattan,40.76553,-73.96262,Entire home/apt,150,4,0.06,0,2015-09-06
792835,Martin,Manhattan,40.71703,-73.98612,Entire home/apt,159,260,3.58,141,2019-06-27
793590,Jennifer,Brooklyn,40.72034,-73.95669,Entire home/apt,225,0,0.0,0,
793951,Cruz,Manhattan,40.82169,-73.93882,Private room,78,52,0.66,0,2017-08-14
794156,Linna,Manhattan,40.77445,-73.98496,Entire home/apt,210,48,0.6,36,2019-03-01
794245,Hayley,Brooklyn,40.68356,-73.94042,Private room,60,12,0.22,0,2016-01-09
794281,Amir,Manhattan,40.73545,-73.9931,Entire home/apt,220,23,0.29,0,2017-02-01
794425,David,Brooklyn,40.65954,-73.97805,Entire home/apt,199,20,0.32,90,2018-07-27
794427,David,Brooklyn,40.65875,-73.9766,Entire home/apt,225,13,0.23,0,2018-07-04
794472,Jo,Manhattan,40.80118,-73.96783,Entire home/apt,350,13,0.16,0,2015-06-15
794496,Greer,Manhattan,40.8678,-73.92619,Private room,65,93,1.16,0,2018-03-08
794535,Raquel,Manhattan,40.75351,-73.99762,Entire home/apt,225,3,0.06,250,2015-09-26
794567,Rachel,Brooklyn,40.65586,-73.95953,Private room,82,62,0.8,247,2019-06-22
795198,Stephanie,Manhattan,40.72381,-73.97896,Private room,75,58,0.73,129,2019-07-06
795641,Brian,Queens,40.77452,-73.90889,Private room,60,0,0.0,0,
795680,Fran,Manhattan,40.7666,-73.95903,Entire home/apt,105,7,0.16,84,2019-06-01
796232,Alexandra,Brooklyn,40.70308,-73.92765,Entire home/apt,115,12,0.18,0,2018-09-21
796370,D,Manhattan,40.77043,-73.9515,Entire home/apt,150,1,0.05,207,2017-09-30
796490,Mike,Brooklyn,40.66882,-73.98841,Private room,65,5,0.14,0,2016-09-28
796523,Doris,Brooklyn,40.67759,-73.95432,Entire home/apt,150,13,0.3,15,2019-02-01
797696,Suzanne,Brooklyn,40.70773,-73.9566,Private room,101,32,0.4,0,2017-08-19
797972,Ms,Manhattan,40.73493,-73.98655,Entire home/apt,130,26,0.32,19,2019-06-28
798008,Fred,Brooklyn,40.68561,-73.92029,Private room,165,0,0.0,0,
798128,Alex,Manhattan,40.77483,-73.94674,Entire home/apt,175,1,0.03,0,2017-03-01
798429,Martin,Manhattan,40.82536,-73.94923,Entire home/apt,115,186,2.32,237,2019-06-17
799319,Sarah,Brooklyn,40.69075,-73.97192,Entire home/apt,128,154,1.93,301,2019-05-13
799484,Mike,Manhattan,40.7449,-73.97656,Entire home/apt,116,5,0.09,311,2019-11-03
799829,Ted,Manhattan,40.85262,-73.93821,Entire home/apt,192,41,0.6,0,2017-12-30
799900,Nora,Brooklyn,40.67338,-73.96415,Entire home/apt,150,3,0.07,0,2016-09-26
799924,Tommy,Brooklyn,40.70538,-73.92946,Entire home/apt,163,3,0.04,0,2016-06-27
799945,Obed,Brooklyn,40.68537,-73.97713,Private room,40,32,0.4,284,2019-06-29
800051,Zoe,Brooklyn,40.7176,-73.95234,Entire home/apt,200,6,0.09,174,2018-04-30
801281,Stefan,Manhattan,40.71956,-73.98574,Entire home/apt,158,39,0.55,0,2019-04-01
801626,Lisel,Brooklyn,40.68015,-73.978,Private room,115,25,0.36,89,2019-05-26
802498,Michelle,Manhattan,40.82974,-73.94193,Private room,85,190,3.7,178,2019-06-30
802677,Adam,Manhattan,40.78592,-73.97775,Entire home/apt,173,16,0.2,0,2018-10-11
803237,Arsenio,Brooklyn,40.67504,-73.95273,Entire home/apt,250,6,0.08,250,2019-02-01
803778,Jenny,Manhattan,40.72591,-73.99452,Entire home/apt,465,47,0.67,277,2019-05-31
804194,Sigfus,Brooklyn,40.70747,-73.93879,Entire home/apt,275,2,0.03,0,2016-07-01
804246,Michael,Manhattan,40.71786,-73.99518,Private room,195,61,0.77,134,2019-06-30
804388,Karen,Brooklyn,40.68631,-73.96802,Entire home/apt,63,5,0.06,0,2015-11-14
804815,Tiffany,Manhattan,40.83329,-73.93834,Private room,36,33,0.77,211,2019-06-18
804911,Doug,Brooklyn,40.68216,-73.99504,Entire home/apt,130,2,0.04,0,2015-06-26
805028,Patrick,Brooklyn,40.68418,-73.98039,Entire home/apt,200,13,0.22,0,2019-04-01
805218,Leah & Reed,Brooklyn,40.73159,-73.95048,Private room,85,36,0.45,278,2019-06-14
805793,Timothy,Queens,40.76108,-73.9274,Entire home/apt,150,0,0.0,0,
806038,Jacqueline & Tyas,Queens,40.73698,-73.87763,Private room,45,89,1.12,213,2019-06-28
806040,Jacqueline & Tyas,Queens,40.73842,-73.87609,Private room,45,125,1.57,208,2019-06-23
807535,Martina,Brooklyn,40.70876,-73.94971,Private room,79,5,0.21,198,2019-02-01
807882,Brandon,Brooklyn,40.71986,-73.95925,Entire home/apt,149,1,0.01,0,2013-06-30
808313,Suzana,Manhattan,40.72721,-73.98411,Entire home/apt,200,3,0.04,0,2015-11-13
808476,Wendee,Manhattan,40.83378,-73.94966,Private room,85,1,0.01,365,2013-01-11
808618,Renee,Queens,40.70947,-73.82922,Private room,60,12,0.31,351,2019-08-06
808705,Karen,Manhattan,40.76704,-73.98345,Entire home/apt,139,16,0.21,0,2017-11-20
808774,Julia,Brooklyn,40.7119,-73.96031,Entire home/apt,160,19,0.26,59,2019-04-26
808851,Jhon,Manhattan,40.78728,-73.94579,Private room,95,150,1.88,192,2019-06-23
810346,Luka,Brooklyn,40.70281,-73.94328,Private room,80,15,0.3,0,2017-01-06
810681,Said,Brooklyn,40.69319,-73.96351,Entire home/apt,250,2,0.03,0,2017-01-01
811198,Justin,Manhattan,40.74117,-73.99517,Entire home/apt,349,3,0.07,0,2016-11-13
811238,Connie & Michael,Manhattan,40.80586,-73.94642,Entire home/apt,165,8,0.1,234,2016-08-15
811299,Darren,Brooklyn,40.68515,-73.99055,Entire home/apt,119,42,0.53,0,2017-02-01
